"WEBADDR","UNITID","INSTNM","ADDR","CITY","STABBR","ZIP","FIPS","addr_recoded","latitude","longitude"
"scu.edu",122931,"Santa Clara University","500 El Camino Real","Santa Clara","CA","95053",6,"500 El Camino Real, Santa Clara, CA",37.3486243,-121.936544005379
"sarahlawrence.edu",195304,"Sarah Lawrence College","One Meadway","Bronxville","NY","10708",36,"One Meadway, Bronxville, NY",NA,NA
"scad.edu",140951,"Savannah College of Art and Design","342 Bull St","Savannah","GA","31402-3146",13,"342 Bull St, Savannah, GA",32.07298005,-81.0938764093569
"savannahstate.edu",140960,"Savannah State University","3219 College Street","Savannah","GA","31404-5310",13,"3219 College Street, Savannah, GA",32.02442575,-81.0624808284456
"saic.edu",143048,"School of the Art Institute of Chicago","36 S Wabash","Chicago","IL","60603",17,"36 S Wabash, Chicago, IL",41.774163469225,-87.6236456406667
"tufts.edu",168148,"Tufts University",NA,"Medford","MA","02155-5555",25,"NA, Medford, MA",42.4184296,-71.1061639
"sva.edu",197151,"School of Visual Arts","209 E 23rd St","New York","NY","10010",36,"209 E 23rd St, New York, NY",40.7387542,-73.9822416694697
"schreiner.edu",228042,"Schreiner University","2100 Memorial Blvd","Kerrville","TX","78028-5697",48,"2100 Memorial Blvd, Kerrville, TX",30.03127035,-99.1302464744534
"scrippscollege.edu",123165,"Scripps College","1030 North Columbia Avenue","Claremont","CA","91711-3905",6,"1030 North Columbia Avenue, Claremont, CA",NA,NA
"spu.edu",236577,"Seattle Pacific University","3307 3rd Ave W","Seattle","WA","98119-1997",53,"3307 3rd Ave W, Seattle, WA",47.6496408,-122.362668603375
"seattleu.edu",236595,"Seattle University","900 Broadway","Seattle","WA","98122-4340",53,"900 Broadway, Seattle, WA",47.668743,-122.368787
"shu.edu",186584,"Seton Hall University","400 S Orange Ave","South Orange","NJ","07079-2697",34,"400 S Orange Ave, South Orange, NJ",40.747953,-74.270899
"setonhill.edu",215947,"Seton Hill University","1 Seton Hill Drive","Greensburg","PA","15601",42,"1 Seton Hill Drive, Greensburg, PA",40.3084227,-79.5554866536303
"sewanee.edu",221519,"The University of the South","735 University Avenue","Sewanee","TN","37383-1000",47,"735 University Avenue, Sewanee, TN",35.2084209,-85.9155708
"shasta.edu",123280,"Shasta Bible College and Graduate School","2951 Goodwater Ave.","Redding","CA","96002",6,"2951 Goodwater Ave., Redding, CA",40.5648248,-122.314409468853
"shawu.edu",199643,"Shaw University","118 East South Street","Raleigh","NC","27601",37,"118 East South Street, Raleigh, NC",35.772045145649,-78.6382559325237
"shawnee.edu",205443,"Shawnee State University","940  Second  Street","Portsmouth","OH","45662",39,"940  Second  Street, Portsmouth, OH",38.731743,-83.0040633
"su.edu",233541,"Shenandoah University","1460 University Dr","Winchester","VA","22601-5195",51,"1460 University Dr, Winchester, VA",39.166032,-78.159537
"shepherd.edu",237792,"Shepherd University","301 North King St","Shepherdstown","WV","25443",54,"301 North King St, Shepherdstown, WV",39.43647455,-77.809735502013
"ship.edu",216010,"Shippensburg University of Pennsylvania","1871 Old Main Drive","Shippensburg","PA","17257-2299",42,"1871 Old Main Drive, Shippensburg, PA",40.0573715714286,-77.5223931428572
"shorter.edu",140988,"Shorter University","315 Shorter Ave","Rome","GA","30165",13,"315 Shorter Ave, Rome, GA",34.25942875,-85.1952751069533
"siena.edu",195474,"Siena College","515 Loudon Rd","Loudonville","NY","12211-1462",36,"515 Loudon Rd, Loudonville, NY",42.7169332,-73.7534751
"sienaheights.edu",172264,"Siena Heights University","1247 E. Siena Heights Dr.","Adrian","MI","49221",26,"1247 E. Siena Heights Dr., Adrian, MI",41.9062844,-84.0179652027954
"sierranevada.edu",182458,"Sierra Nevada University","999 Tahoe Blvd.","Incline Village","NV","89451",32,"999 Tahoe Blvd., Incline Village, NV",39.2444615,-119.9389985
"sl.edu",NA,NA,NA,NA,NA,NA,NA,"NA, NA, NA",-0.7626471,-77.9701878
"simmons.edu",167783,"Simmons University","300 The Fenway","Boston","MA","02115-5898",25,"300 The Fenway, Boston, MA",42.3400317,-71.1008718
"sfu.ca",NA,NA,NA,NA,NA,NA,NA,"NA, NA, NA",-0.7626471,-77.9701878
"simpson.edu",154350,"Simpson College","701 North C St","Indianola","IA","50125",19,"701 North C St, Indianola, IA",41.36657,-93.565115
"simpsonu.edu",123457,"Simpson University","2211 College View Drive","Redding","CA","96003-8606",6,"2211 College View Drive, Redding, CA",40.6175752025988,-122.33149760453
"skidmore.edu",195526,"Skidmore College","815 N Broadway","Saratoga Springs","NY","12866",36,"815 N Broadway, Saratoga Springs, NY",43.0975468,-73.7827084
"sru.edu",216038,"Slippery Rock University of Pennsylvania","1 Morrow Way","Slippery Rock","PA","16057-1383",42,"1 Morrow Way, Slippery Rock, PA",41.06619805,-80.0404078737353
"smith.edu",167835,"Smith College","Elm St","Northampton","MA","01063",25,"Elm St, Northampton, MA",42.3200264,-72.6384906
"soka.edu",399911,"Soka University of America","1 University Drive","Aliso Viejo","CA","92656-8081",6,"1 University Drive, Aliso Viejo, CA",33.5546752,-117.734740458508
"sonoma.edu",123572,"Sonoma State University","1801 E Cotati Ave","Rohnert Park","CA","94928-3609",6,"1801 E Cotati Ave, Rohnert Park, CA",38.33982655,-122.673419169544
"scsu.edu",218733,"South Carolina State University","300 College St NE","Orangeburg","SC","29117-0001",45,"300 College St NE, Orangeburg, SC",NA,NA
"sdsmt.edu",219347,"South Dakota School of Mines and Technology","501 E Saint Joseph St","Rapid City","SD","57701-3995",46,"501 E Saint Joseph St, Rapid City, SD",44.0739534,-103.205662156415
"sdstate.edu",219356,"South Dakota State University","1004 Campanile Ave","Brookings","SD","57007-1898",46,"1004 Campanile Ave, Brookings, SD",NA,NA
"semo.edu",179557,"Southeast Missouri State University","One University Plaza, MS2025","Cape Girardeau","MO","63701",29,"One University Plaza, MS2025, Cape Girardeau, MO",NA,NA
"sebts.edu",199759,"Southeastern Baptist Theological Seminary","120 S. Wingate Street","Wake Forest","NC","27587-1889",37,"120 S. Wingate Street, Wake Forest, NC",35.9809769954825,-78.5139247111425
"southeastern.edu",160612,"Southeastern Louisiana University","548 Ned McGehee Ave.","Hammond","LA","70402",22,"548 Ned McGehee Ave., Hammond, LA",NA,NA
"se.edu",207847,"Southeastern Oklahoma State University","425 W University Blvd","Durant","OK","74701-3347",40,"425 W University Blvd, Durant, OK",34.0083179,-96.3756103445447
"seu.edu",137564,"Southeastern University","1000 Longfellow Blvd","Lakeland","FL","33801-6034",12,"1000 Longfellow Blvd, Lakeland, FL",28.03048365,-81.9180090568773
"southern.edu",221661,"Southern Adventist University","4881 Taylor Cir","Collegedale","TN","37315-0370",47,"4881 Taylor Cir, Collegedale, TN",35.0482111057199,-85.0506298942842
"saumag.edu",107983,"Southern Arkansas University Main Campus","100 E. University","Magnolia","AR","71753",5,"100 E. University, Magnolia, AR",NA,NA
"sciarc.edu",123952,"Southern California Institute of Architecture","960 E. 3rd Street","Los Angeles","CA","90013-1822",6,"960 E. 3rd Street, Los Angeles, CA",34.04371045,-118.232812046256
"southernct.edu",130493,"Southern Connecticut State University","501 Crescent Street","New Haven","CT","06515-1355",9,"501 Crescent Street, New Haven, CT",41.3342104,-72.9450826289147
"siu.edu",149222,"Southern Illinois University-Carbondale","Lincoln Drive","Carbondale","IL","62901-4512",17,"Lincoln Drive, Carbondale, IL",37.710381,-89.219171
"siue.edu",149231,"Southern Illinois University-Edwardsville","Il State Rte 157","Edwardsville","IL","62026-1259",17,"Il State Rte 157, Edwardsville, IL",NA,NA
"smu.edu",228246,"Southern Methodist University","6425 Boaz St","Dallas","TX","75275-0221",48,"6425 Boaz St, Dallas, TX",32.8444471240327,-96.785803870016
"snu.edu",206862,"Southern Nazarene University","6729 NW 39th Expy","Bethany","OK","73008",40,"6729 NW 39th Expy, Bethany, OK",35.5117822844281,-97.631172136962
"snhu.edu",183026,"Southern New Hampshire University","2500 North River Road","Manchester","NH","03106-1045",33,"2500 North River Road, Manchester, NH",43.0374605,-71.4478392192228
"sou.edu",210146,"Southern Oregon University","1250 Siskiyou Blvd","Ashland","OR","97520",41,"1250 Siskiyou Blvd, Ashland, OR",42.1872293,-122.6966943
"subr.edu",160621,"Southern University and A & M College","P.O. Box 9374, Harding Blvd","Baton Rouge","LA","70813",22,"P.O. Box 9374, Harding Blvd, Baton Rouge, LA",NA,NA
"suno.edu",160630,"Southern University at New Orleans","6400 Press Drive","New Orleans","LA","70126",22,"6400 Press Drive, New Orleans, LA",30.02586215,-90.0442355937479
"suu.edu",230603,"Southern Utah University","351 West University Blvd","Cedar City","UT","84720",49,"351 West University Blvd, Cedar City, UT",NA,NA
"svc.edu",NA,NA,NA,NA,NA,NA,NA,"NA, NA, NA",-0.7626471,-77.9701878
"svu.edu",233611,"Southern Virginia University","1 University Hill Drive","Buena Vista","VA","24416",51,"1 University Hill Drive, Buena Vista, VA",37.74181535,-79.3403795467069
"swu.edu",217776,"Southern Wesleyan University","907 Wesleyan Drive","Central","SC","29630-1020",45,"907 Wesleyan Drive, Central, SC",34.7278240612245,-82.7628199795918
"sbuniv.edu",179326,"Southwest Baptist University","1600 University Ave","Bolivar","MO","65613-2596",29,"1600 University Ave, Bolivar, MO",37.60076005,-93.4087307447203
"smsu.edu",175078,"Southwest Minnesota State University","1501 State St","Marshall","MN","56258-5468",27,"1501 State St, Marshall, MN",44.45744485,-95.7592367957839
"suva.edu",NA,NA,NA,NA,NA,NA,NA,"NA, NA, NA",-0.7626471,-77.9701878
"swau.edu",228468,"Southwestern Adventist University","100 W Hillcrest","Keene","TX","76059",48,"100 W Hillcrest, Keene, TX",32.39755805,-97.3282199290628
"swcu.edu",207856,"Southwestern Christian University","7210 NW 39th Expressway","Bethany","OK","73008",40,"7210 NW 39th Expressway, Bethany, OK",35.513612,-97.639838
"sckans.edu",155900,"Southwestern College","100 College Street","Winfield","KS","67156-2499",20,"100 College Street, Winfield, KS",37.2491662,-96.9778240632211
"swosu.edu",207865,"Southwestern Oklahoma State University","100 Campus Dr","Weatherford","OK","73096-3001",40,"100 Campus Dr, Weatherford, OK",35.5350521,-98.7075747
"southwestern.edu",228343,"Southwestern University","1001 E. University Avenue","Georgetown","TX","78626",48,"1001 E. University Avenue, Georgetown, TX",30.633427969697,-97.6675376565657
"spalding.edu",157757,"Spalding University","901 S Fourth Street","Louisville","KY","40203-2188",21,"901 S Fourth Street, Louisville, KY",NA,NA
"spelman.edu",141060,"Spelman College","350 Spelman Lane SW","Atlanta","GA","30314-4399",13,"350 Spelman Lane SW, Atlanta, GA",33.7441519477095,-84.4080245133973
"arbor.edu",172334,"Spring Arbor University","106 E. Main St","Spring Arbor","MI","49283-9799",26,"106 E. Main St, Spring Arbor, MI",42.2064792,-84.5561424
"shc.edu",102234,"Spring Hill College","4000 Dauphin St","Mobile","AL","36608-1791",1,"4000 Dauphin St, Mobile, AL",30.6897722,-88.1392483077685
"springfieldcollege.edu",NA,NA,NA,NA,NA,NA,NA,"NA, NA, NA",-0.7626471,-77.9701878
"sau.edu",154235,"Saint Ambrose University","518 W Locust St","Davenport","IA","52803-2898",19,"518 W Locust St, Davenport, IA",41.53975025,-90.5811761222705
"sa.edu",199698,"St. Andrews University","1700 Dogwood Mile","Laurinburg","NC","28352",37,"1700 Dogwood Mile, Laurinburg, NC",34.7407164,-79.4814373
"sacn.edu",149028,"Saint Anthony College of Nursing","3301 N. Mulford Road","Rockford","IL","61114",17,"3301 N. Mulford Road, Rockford, IL",42.30760515,-88.9946399764954
"sbu.edu",195164,"St Bonaventure University","3261 W. State Road","Saint Bonaventure","NY","14778-9800",36,"3261 W. State Road, Saint Bonaventure, NY",NA,NA
"stkate.edu",175005,"St Catherine University","2004 Randolph Ave","Saint Paul","MN","55105",27,"2004 Randolph Ave, Saint Paul, MN",44.9268956,-93.1442148
"stcloudstate.edu",174783,"Saint Cloud State University","720 Fourth Ave. South","Saint Cloud","MN","56301-4498",27,"720 Fourth Ave. South, Saint Cloud, MN",NA,NA
"stedwards.edu",227845,"Saint Edward's University","3001 S Congress Ave","Austin","TX","78704-6489",48,"3001 S Congress Ave, Austin, TX",30.2298438,-97.7546488184655
"sfc.edu",195173,"St. Francis College","179 Livingston Street","Brooklyn","NY","11201",36,"179 Livingston Street, Brooklyn, NY",40.6900602857143,-73.9865997142857
"osfhealthcare.org",NA,NA,NA,NA,NA,NA,NA,"NA, NA, NA",-0.7626471,-77.9701878
"sjfc.edu",195720,"St. John Fisher University","3690 East Ave","Rochester","NY","14618-3597",36,"3690 East Ave, Rochester, NY",43.11506305,-77.5104316719158
"sjc.edu",163976,"St. John's College","60 College Ave","Annapolis","MD","21401",24,"60 College Ave, Annapolis, MD",38.98228315,-76.4922374807471
"sjc.edu",245652,"St. John's College","1160 Camino Cruz Blanca","Santa Fe","NM","87505-4599",35,"1160 Camino Cruz Blanca, Santa Fe, NM",35.66717,-105.912057362992
"stjohns.edu",195809,"St. John's University-New York","8000 Utopia Pky","Queens","NY","11439",36,"8000 Utopia Pky, Queens, NY",40.7386711,-73.7928869
"sjcny.edu",NA,NA,NA,NA,NA,NA,NA,"NA, NA, NA",-0.7626471,-77.9701878
"stlawu.edu",195216,"St Lawrence University","23 Romoda Drive","Canton","NY","13617",36,"23 Romoda Drive, Canton, NY",44.5875837,-75.1481446411403
"stlchristian.edu",179256,"Saint Louis Christian College","1360 Grandview Dr","Florissant","MO","63033",29,"1360 Grandview Dr, Florissant, MO",38.7758311,-90.2947859
"stlcop.edu",NA,NA,NA,NA,NA,NA,NA,"NA, NA, NA",-0.7626471,-77.9701878
"stmarys.ac.uk",NA,NA,NA,NA,NA,NA,NA,"NA, NA, NA",-0.7626471,-77.9701878
"fajardo.inter.edu",242680,"Inter American University of Puerto Rico-Fajardo","Calle Union-Batey Central Highway 195","Fajardo","PR","00738-7003",72,"Calle Union-Batey Central Highway 195, Fajardo, PR",NA,NA
"smcm.edu",163912,"St. Mary's College of Maryland","47645 College Drive","St. Mary's City","MD","20686",24,"47645 College Drive, St. Mary's City, MD",38.19090755,-76.429033649461
